title,link,episode_no,interviewer,speaker,transcript
Es ist nicht schwarz-weiß,https://www.ndr.de/nachrichten/info/coronaskript104.pdf,3,Korinna Hennig,Christian Drosten,"Ja, dazu kann ich sagen, das sind Einzelfälle. Es gibt solche Berichte, in letzter Zeit gab es einen aus Japan, es gab ein paar solcher Berichte auch aus China. Und ich weiß nicht so recht, was ich davon halten soll. Das macht infektionsbiologisch erst mal wenig Sinn. Und labordiagnostisch und klinisch – ja, da kann ich mir solche Dinge erklären. Es ist zum Beispiel so, dass ein Patient früh entlassen werden kann und es ihm noch wieder schlechter geht. Also diese Erkrankung ist in den allermeisten Fällen ja eine relativ milde Erkältungserkrankung. Wenn ich so einen Patienten teste und sage, aha ist positiv, dann habe ich den im Krankenhaus. Und nach drei, vier Tagen denke ich mir was, was liegt der Patient jetzt hier rum? Es ist eigentlich gesund. Das Krankenhausbett ist blockiert, und jetzt entlasse ich den Patienten. Gerade als Klinikarzt im Rahmen einer laufenden Epidemie, zum Beispiel in China. Und dann passiert das bei dem Patienten, was normal ist bei dieser Viruserkrankung, nämlich, dass das endgültige klinische Bild, also die Entscheidung zwischen Abheilung und Verschlimmerung, diese Entscheidung trifft sich erst Ende der ersten Woche oder Anfang der zweiten Woche. Wenn man also schon Ende der ersten Woche jemanden entlassen hat, dem es ein paar Tage später zuhause wieder schlechter geht – wer der jetzt in ein anderes Krankenhaus geht, und sagt, ich war schon entlassen und jetzt geht es mir wieder schlecht. Dann wird er getestet. Man findet das Virus. Dann braucht es nur noch ein kleines bisschen unpräzise Kommunikation, um zu sagen: Ein Patient, der schon aus dem Krankenhaus entlassen wurde, ist wieder eingeliefert und ist schon wieder positiv. Aber der war die ganze Zeit positiv."
Es ist nicht schwarz-weiß,https://www.ndr.de/nachrichten/info/coronaskript104.pdf,3,Korinna Hennig,Korinna Hennig,"Wie ist das denn mit der Ansteckungsgefahr? Wie hoch muss die Viruslast sein, damit ein Patient noch oder schon ansteckend ist?"
Es ist nicht schwarz-weiß,https://www.ndr.de/nachrichten/info/coronaskript104.pdf,3,Korinna Hennig,Christian Drosten,"Ja, ich muss hier mal wieder ein bisschen professoral werden. Der Begriff Viruslast ist der HIV–Infektion vorbehalten. Das ist ein technischer Term in der HIV– Therapiebegleitung. Und wir müssen bei allen anderen Virus–Konzentrations–Messungen am besten einfach von Viruskonzentration sprechen. Und das ist auch gerade bei diesem Virus notwendig. Denn Viruslast bedeutet die Viruskonzentration im Blut bei HIV Patienten. Und bei dieser Erkrankung haben wir keinen Virus im Blut. Wir haben das Virus nur in den Atemwegen und auch im Stuhl. Wenn man jetzt Viruslast sagen will (und mir passiert das manchmal auch – das ist einfach so eine Slang–Geschichte), dann sollte man aber wenigstens sagen, ist das die Viruslast im Rachen oder ist es die Viruskonzentration in der Lunge oder im Stuhl? Und hier ist es jetzt so, dass wir ganz früh in der Erkrankung eine hohe Viruskonzentration im Rachen haben. Und nur ganz wenige Tage später wird die dann von der Viruskonzentration in der Lunge überschritten. Beides ist wahrscheinlich infektiös. In der Frühphase kann man sich infizieren an dem, was vom Rachen abgegeben wird – also mal ganz einfach gesagt, an einer feuchten Aussprache – und ein paar Tage später dann an dem, was hoch gehustet wird aus der Lunge. Und das sind zum Teil nicht sichtbare, kleinste Tröpfchen."
Es ist nicht schwarz-weiß,https://www.ndr.de/nachrichten/info/coronaskript104.pdf,3,Korinna Hennig,Korinna Hennig,"Findet denn so eine mögliche Ansteckung bereits sehr früh statt? Sie sagten eben: „sehr früh durch feuchte Aussprache“. Es wurde ja schon in den vergangenen Wochen auch mehrfach diskutiert. Gibt es asymptomatische Patienten? Gibt es Patienten, die komplett ohne Symptome ansteckend sind? Oder sind die dann nur so leicht, dass man das nicht merkt?"
Es ist nicht schwarz-weiß,https://www.ndr.de/nachrichten/info/coronaskript104.pdf,3,Korinna Hennig,Christian Drosten,"Das ist nicht ganz leicht, das im Labor zu erhärten, und darum ist da unter Wissenschaftlern und auch unter Journalisten, die dann per Twitter diesen Wissenschaftlern folgen, eine Diskussion entbrannt, die eigentlich gar nicht so relevant ist. Aber um das ganz kurz zu erklären, wenn jemand im Labor getestet wird, dann musste er ja erst mal krank sein, sonst geht er nicht zum Arzt. Das heißt, die Probe, die man im Labor kriegt, die es meistens von Krankheitstag zwei oder drei frühestens. Ganz selten nur hat man am ersten Krankheitstag schon eine Laborprobe. Denn wer hat denn morgens Kratzen im Hals und geht nachmittags zum Arzt? Macht doch niemand. Man wartet doch wenigstens, dass es über Nacht nicht weggegangen ist. So ist es eben bei fast allen Patienten. Und darum ist die erste Probe im Labor meistens von Tag zwei oder drei. Und was wir in diesen Proben sehen, und wenn wir dann weiter schauen, den Verlauf und darauf so eine Kurve zeichnen, dann sehen wir ganz regelmäßig bei den Patienten: An diesem Tag zwei ist die Konzentration im Rachen, am höchsten und höher als in der Lunge und geht dann runter, während sie in der Lunge noch ansteigt. Das heißt, mit anderen Worten, wir können uns zurechtlegen: Dass an Tag null und eins, wenn wir diese Probe gehabt hätten, eigentlich der Gipfel im Rachen ist. Und wie das vielleicht an Tag minus eins ist, also dem ersten Tag vor Symptom–Beginn, das werden wir natürlich nie erfahren."
Es ist nicht schwarz-weiß,https://www.ndr.de/nachrichten/info/coronaskript104.pdf,3,Korinna Hennig,Korinna Hennig,"Nun haben wir zum Beispiel auch Zuschriften von Hörern. Ich sag mal einen Fall, da ist jemand von einer Italienreise zurückgekehrt, fühlt sich total fit. Der Arbeitgeber sagt aber, bleibt mal lieber zuhause. Und er rennt von Arzt zu Arzt, war auch hier im im UKE, in der Klinik in Hamburg und sagt, ich möchte mich testen lassen, und keiner lässt ihn testen. Macht sowas Sinn?"
Es ist nicht schwarz-weiß,https://www.ndr.de/nachrichten/info/coronaskript104.pdf,3,Korinna Hennig,Christian Drosten,"Ja, wir können das nicht machen. Also wir können nicht asymptomatische Patienten testen, auch wenn einige das jetzt im Moment selbst in der Öffentlichkeit sagen. Das ist Unsinn, das können wir nicht machen. Das können wir schon allein deswegen nicht machen, weil Laborprozeduren auch falsch positive Ergebnisse liefern. Und das ist also das Problem des prädiktiven Wertes in der Testtheorie. Und wir handeln uns große Probleme ein, wenn wir anfangen, asymptomatische Personen ohne eine ganz klare Kontakt–Anamnese mit Labortests zu versorgen. Das heißt: Ich habe mit einem bestätigten Fall in seiner infektiösen Zeit Kontakt gehabt für ausreichende Zeit. Also zum Beispiel, eine Viertelstunde habe ich mich mit dem unterhalten. Dann bin ich ein Kontakt–Fall. Und dann kann man mich auch asymptomatisch testen. Dann fängt es an, Sinn zu machen."
Es ist nicht schwarz-weiß,https://www.ndr.de/nachrichten/info/coronaskript104.pdf,3,Korinna Hennig,Korinna Hennig,"Wir wollen noch einmal auf die aktuellen Fälle gucken, dass wir das nicht ganz außer Acht lassen. Was sagen Sie aus epidemiologischer Sicht zu den Infektionsketten, die jetzt zuletzt in Deutschland oder auch den einzeln Infektionen aufgetreten sind? Kommen Sie da voran?"
Es ist nicht schwarz-weiß,https://www.ndr.de/nachrichten/info/coronaskript104.pdf,3,Korinna Hennig,Christian Drosten,"Wir haben noch keine konkreten Ergebnisse darüber im Moment. Wir werden heute erste Sequenzier– Ergebnisse kriegen. Das liegt daran, dass die Proben von diesen Ausbruchsgeschehen, manchmal schneller die Nachrichten erreichen als unser Labor – das ist einfach eine Logistikfrage. Die Proben müssen verschickt werden, und die Behörden vor Ort haben wirklich alles andere zu tun als dem Konsiliarlabor dann auch noch mal eine Doppel–Probe zu schicken, wenn Sie schon vor Ort ein Labor haben und das ist sehr gut, dass sie das haben. Also wir sind schon ganz gut versorgt mit Labordiagnostik in Deutschland. Solche Fälle wie jetzt beispielsweise der umherirrende asymptomatische – ich will gar nicht sagen, Patient, denn er hat ja keine Symptome – der dann nicht getestet wird. LABOR– Das kommt auch daher, dass wir im Prinzip gerade das Schiff zusammenzimmern, während wir lossegeln. Also, einige Labor können das schon, andere können es noch nicht oder können noch nicht so viele Proben am Tag bearbeiten. Und schon allein deswegen muss man auch aufpassen, dass man jetzt nicht durch das Testen von asymptomatischen Leuten die Kapazitäten blockiert. Wir haben keine konkreten neuen Informationen über das Geschehen in diesen Clustern, das wird jetzt bei uns im Labor untersucht, am Wochenende entstehen die ersten Daten dazu. Und dann werden wir sicherlich bestätigen können, ob zum Beispiel die aus Italien eingeschleppten Fälle wirklich aus Italien eingeschleppt sind, oder ob das vielleicht doch andere zugrunde liegende Mechanismen sind. Und was mich ganz besonders interessiert, ist natürlich auch die Fallgruppe in Nordrhein–Westfalen, wo bis heute eigentlich nicht klar ist, woher ursprünglich die Infektion kam. Dort hat man jetzt in einem erweiterten Kontaktbereich der Patienten geschaut auch mit Labordiagnostik geschaut. Und da muss man jetzt schon die Frage stellen: Haben sich eigentlich die Folgefälle wirklich an diesen Patienten infiziert? Oder haben die das Virus aus der Umgebung, aus einer ähnlichen oder derselben Quelle wie diese Patienten?"
Es ist nicht schwarz-weiß,https://www.ndr.de/nachrichten/info/coronaskript104.pdf,3,Korinna Hennig,Korinna Hennig,"Lässt sich denn theoretisch trotzdem alles, auch wenn man es nicht entdeckt, bis nach China zurückführen, also aus einer Zoonose? Oder kann es auch sein, dass das Virus längst hier war und unentdeckte Cluster hatte und es von da losgeht?"
Es ist nicht schwarz-weiß,https://www.ndr.de/nachrichten/info/coronaskript104.pdf,3,Korinna Hennig,Christian Drosten,"Es haben mehrere Labore in Europa schon ihre alten Grippe–Probensammlungen durchgetestet, die so aus November–, Dezember–Zeiten stammen. Und da waren keine Befunde dabei. Also es sieht nicht so aus, als hätten wir hier in Europa schon vor zwei, drei Monaten dieses Virus unerkannt gehabt."
Es ist nicht schwarz-weiß,https://www.ndr.de/nachrichten/info/coronaskript104.pdf,3,Korinna Hennig,Korinna Hennig,Nochmal kurz zum Krankheitsverlauf: Wir haben das ja oft gehört. Es beginnt oft als normale Erkältungskrankheit. Manchmal endet es auch als normale Erkältungskrankheit. Was wissen wir denn über genesene Patienten bereits? Wie lange dauert so eine Erkrankung? Und wann hört die Ansteckung auf?
Es ist nicht schwarz-weiß,https://www.ndr.de/nachrichten/info/coronaskript104.pdf,3,Korinna Hennig,Christian Drosten,"Die kurze klinische Erkrankung, also die normale Erkältung, die dauert so ungefähr eine knappe Woche. Die komplizierte Erkrankung, bei der auch Atemnot auftritt oder schwerer Husten, wo aber der Patient noch nicht auf die Intensivstation muss, die dauert zwei Wochen. Und bei einem Verlauf auf der Intensivstation mit Beatmung, da entscheidet das immer der Verlauf der intensivmedizinischen Behandlung. Da können ja Komplikationen auftreten. Da kann man das so einfach nicht sagen. Aber es gibt auch viele Fälle, die nur kurze Zeit, zwei oder drei Tage beatmet und dann wieder besser werden."
Es ist nicht schwarz-weiß,https://www.ndr.de/nachrichten/info/coronaskript104.pdf,3,Korinna Hennig,Korinna Hennig,"Herr Drosten abschließend: Wir haben über übertriebene Sorge für diesen Zeitpunkt bereits gesprochen. Gestern hat aber das Robert Koch Institut beziehungsweise vor allem das Gesundheits– ministerium ja auch über Großveranstaltungen gesprochen. Macht diese Diskussion Sinn? Wenn ich zum Beispiel sage, ich gehe jetzt nicht mehr zum Bundesligaspiel oder Bundesligaspiele sollten abgesagt werden. Wie in anderen Ländern auch passiert?"
Es ist nicht schwarz-weiß,https://www.ndr.de/nachrichten/info/coronaskript104.pdf,3,Korinna Hennig,Christian Drosten,"Ja, das ist extrem schwierig. Das sind politische Entscheidungen, weniger wissenschaftliche Entscheidungen. Die Entscheidungsträger müssen wissenschaftliche Hinweise als eines von mehreren Kriterien für ihre Entscheidung verwenden. Zum Beispiel war ich in dieser Fernsehsendung, und da kam jemand und sagte, man hätte den Karneval absagen müssen. Das kann man überhaupt nicht so sagen. Schon gar nicht im Nachhinein. Gleichzeitig kann man sagen, in einer kleinen Stadt am Niederrhein, wo man weiß, da sind Fälle unklarer Herkunft. Macht es Sinn, da jetzt Kindergärten und Schulen zu schließen? Ja, unbedingt! Denn wir wissen, dass das eigentlich Orte sind, an denen Viren verbreitet werden. Und wenn man da jetzt mal für ein paar Tage Ruhe einkehren lässt in diese offenbar gerade ablaufende Virusverbreitung, dann gewinnt man entscheidend Zeit in der Erkennung einer vielleicht unerkannten Übertragungskette. Und die kann man dann durch Isolationsmaßnahmen auch stoppen. Damit verhindert man ja, dass dann aus so einer relativ überschaubaren ländlichen Gegend vielleicht das Virus weiter übertragen wird. Die Frage ist: Kommt das überhaupt aus der ländlichen Gegend? Wahrscheinlich nein. Wahrscheinlich ist da noch eine andere Quelle irgendwo zu finden. Aber für diese Suchvorgänge hat man dann ein bisschen mehr Zeit – man erstickt Dinge dann im Keim. Viel schwerer ist das in einer Großstadt. Klar: Es gibt jetzt hier diese große Messe, die nächste Woche in Berlin starten soll. Da gibt es viele, viele Besucher – und natürlich ist das in der jetzigen Situation so, dass man sich schon vorstellen kann, dass da Fälle eingeschleppt werden nach Berlin, die dann während dieser Messe verbreitet werden. Gleichzeitig ist es aber so, dass natürlich noch viel mehr Besucher sowieso ständig nach Berlin kommen – dafür brauchen wir keine Messen. Da würde der Wissenschaftler dann sagen: Na ja, dann summieren wir doch mal auf und rechnen doch mal, wie viele kommen denn im normalen Reiseverkehr an und wie viele kommen denn so bei den Messen an. Und dann machen wir mal einen Signifikanz–Test. Und wenn wir sehen, ach, die Messe bringt signifikant mehr gedachte Virus–positive Fälle, dann sagen wir die Messe ab – und wenn das nicht so ist, dann können wir sehr laufen lassen. So würde ein Wissenschaftler argumentieren. Ein Politiker oder auch ein Verantwortungsträger in einer Behörde muss aber ganz andere Dinge noch miteinfließen lassen. Was bedeutet das für den Wirtschaftsstandort? Wie sind die Kollateralschäden? Was bedeutet wirklich, wenn wir uns zum Beispiel in mehrere Krankenhäuser jetzt Fälle einschleppen und dort Kapazitäten blockieren? Was bedeutet es im Gegensatz dazu, wenn bestimmte Wirtschaftskontakte und Geschäftskontakte nicht zustande kommen, Geschäftsbeziehungen verloren gehen. Alle diese Dinge sind ja nicht mehr im Beurteilungsbereich eines Wissenschaftlers. Und deswegen ist das tatsächlich im Moment auch so, das an unterschiedlichen Orten unterschiedliche Entscheidungen getroffen werden. Und daher kann man nicht sagen, wo ist denn jetzt hier die Richtlinie? Das kann doch nicht sein, dass das Robert Koch Institut dafür noch keine Richtlinie herausgegeben hat! Nein, das kann man nicht. Das muss man wirklich am Ort mit den örtlichen Gegebenheiten entscheiden. Und das sind längst nicht nur medizinische und wissenschaftliche, sagen wir, Interessen und Informationen, die da einfließen. Das muss man immer im Einzelfall entscheiden."
Es ist nicht schwarz-weiß,https://www.ndr.de/nachrichten/info/coronaskript104.pdf,3,Korinna Hennig,Korinna Hennig,"Über alles, was im Beurteilungs–Bereich des Wissenschaftlers liegt, reden wir dann in der kommenden Woche sehr gerne wieder mit ihnen weiter – bis hierhin herzlichen Dank, Professor Christian Drosten für ihre Zeit und ihre Bemühungen, uns alle ein bisschen klüger zu machen. Auch Virologen brauchen mal Pause."
Panik ist unangebracht,https://www.ndr.de/nachrichten/info/coronaskript102.pdf,2,Korinna Hennig,Korinna Hennig,"Herzlich willkommen zu unserem täglichen Versuch, mit vielen sachdienlichen Hinweisen zu Zusammenhängen und ungeklärten Fragen rund um SARS-CoV-2 ein bisschen Übersicht in eine unübersichtliche Lage zu bringen. Herr Drosten, wir haben mehrere neu gemeldete Infektionsfälle in Südund Westdeutschland. Zumindest punktuell werden Schulen und Kitas in Nordrhein-Westfalen vorübergehend geschlossen, und „Coronavirus“ gehört zu den meistgesuchten Stichworten im Netz. Wie schätzen Sie die Lage heute ein — mit besonderem Blick auf die gemeldeten Fälle und das, was Sie darüber wissen?"
Panik ist unangebracht,https://www.ndr.de/nachrichten/info/coronaskript102.pdf,2,Korinna Hennig,Christian Drosten,"Also, dass jetzt Fälle in der Umgebung dieser erstgemeldeten Fälle dazukommen, ist vollkommen klar. Das war zu erwarten. Gerade in Baden-Württemberg ist es eigentlich weiterhin eine sehr klare Situation. Ich glaube, dass es eine Kette von Infekten ist. Wir denken, dass das aus Italien eingeschleppt worden ist. Das werden wir wahrscheinlich morgen auch genau wissen. Leider nicht morgen zum Podcast, sondern etwas später noch, weil wir jetzt diese Sequenz dieses Virus dann analysieren und dann auch sagen können, ob das hoffentlich ein italienisches Virus ist. Und wir hoffen auch, dass bis dahin die italienischen Kollegen Sequenzen veröffentlicht haben. Ansonsten müssten wir denen das schicken und mal zum Vergleich hinlegen. Also ich glaube, dass das insgesamt eine überschaubare Situation im Moment ist. Ich weiß wenig über den Fall in Rheinland-Pfalz. Das liegt aber an mir. Wir müssen da auch immer ein bisschen hinterher telefonieren. Das ist jetzt nicht so, dass wir automatisch immer von den Gesundheitsämtern gleich angerufen und uns Proben geschickt werden. Wir sind ja Konsiliarlabor für Coronaviren."
Panik ist unangebracht,https://www.ndr.de/nachrichten/info/coronaskript102.pdf,2,Korinna Hennig,Korinna Hennig,Konsiliarlabor – das ist ein Beratungslabor?
Panik ist unangebracht,https://www.ndr.de/nachrichten/info/coronaskript102.pdf,2,Korinna Hennig,Christian Drosten,"Genau, Beratungslabor, so kann man sagen, oder vielleicht auch ein bisschen Referenz-Funktion, das heißt, wir helfen anderen Laboren in Deutschland. Und der Auftrag an uns kommt vom Bundesgesundheitsministerium. Wir arbeiten dabei ganz eng mit dem Robert-Koch-Institut zusammen. Aber das ist ja alles eine Bundesebene. Und hier ist eine Landeszuständigkeit, und das ist eben nicht einheitlich so geregelt, dass alle Bundesländer uns dann gleich Proben schicken. Wir kennen aber natürlich in ganz Deutschland unsere Kollegen in den Laboren. Und wir rufen da einfach an und koordinieren das auch so ein bisschen selber. Die sind häufig ganz dankbar, dass wir uns bei denen melden, weil die natürlich immer in jedem einzelnen Fall das erste Mal mit so einem Problem zu tun haben. Das ist ja für alle Labore neu. Und wir können denen immer gleich ein paar Tipps geben, was bei diesen Proben zu erwarten ist — und die sagen uns dann auch ganz häufig: Können wir euch denn nicht dann auch gleich Material schicken, damit ihr das bestätigen könnt, dass es auch richtig ist, was wir hier machen? So läuft es eben. In Rheinland-Pfalz haben wir noch keinen Kontakt. Düsseldorf beziehungsweise Nordrhein-Westfalen — da sind wir schon im guten Kontakt und werden dann eben auch ähnliche Analysen machen."
Panik ist unangebracht,https://www.ndr.de/nachrichten/info/coronaskript102.pdf,2,Korinna Hennig,Korinna Hennig,"Sie sagten eben: Sie hoffen, dass es das Virus aus Italien ist, weil man dann die Infektionskette nachvollziehen kann. Richtig?"
Panik ist unangebracht,https://www.ndr.de/nachrichten/info/coronaskript102.pdf,2,Korinna Hennig,Christian Drosten,"Genau, weil es sich dann um eine importierte Situation handelt — das ist ja ganz anders in Nordrhein-Westfalen, da ist nach meiner Kenntnis immer noch nicht klar, woher eigentlich das Virus kommt."
Panik ist unangebracht,https://www.ndr.de/nachrichten/info/coronaskript102.pdf,2,Korinna Hennig,Korinna Hennig,"Ist das denn überhaupt noch möglich, solche Infektionsketten nachzuvollziehen, wenn wir doch jetzt verschiedene Infektionen haben — örtlich unabhängig?"
Panik ist unangebracht,https://www.ndr.de/nachrichten/info/coronaskript102.pdf,2,Korinna Hennig,Christian Drosten,"Na also, eine Frage können wir sicher ganz einfach und ganz klar beantworten, sobald wir sequenziert haben: Ob das nordrhein-westfälische Cluster ein Münchner Virus ist, das werden wir eindeutig sagen können. Und ich gehe davon aus, dass es das nicht ist."
Panik ist unangebracht,https://www.ndr.de/nachrichten/info/coronaskript102.pdf,2,Korinna Hennig,Korinna Hennig,"Also, ob es zusammenhängt mit den Fällen, die Anfang des Jahres in Bayern bekannt wurden."
Panik ist unangebracht,https://www.ndr.de/nachrichten/info/coronaskript102.pdf,2,Korinna Hennig,Christian Drosten,Richtig.
Panik ist unangebracht,https://www.ndr.de/nachrichten/info/coronaskript102.pdf,2,Korinna Hennig,Korinna Hennig,Wie kann man das eigentlich feststellen? Sind das dann kleine Mutationen im Erbgut?
Panik ist unangebracht,https://www.ndr.de/nachrichten/info/coronaskript102.pdf,2,Korinna Hennig,Christian Drosten,"Ja, also die Viren haben 30.000 Basenpaare in ihrem Genom, wenn man es in DNA übersetzt. Und das können wir sequenzieren, und diese 30.000 Basenpaare, die unterscheiden sich von einem zum nächsten Patienten praktisch gar nicht. In so einem Übertragungsvorgang kann mal ein Basenpaar ausgetauscht sein, häufig sind die Viren aber ganz gleich, sodass wir schon sehen können, wer sich bei wem angesteckt hat oder ob sich zwei Leute aneinander angesteckt haben. Die haben also dann wirklich dasselbe Virus. Wenn wir aber ein anderes Virus haben, das separat von China eingetragen worden ist, das jetzt vielleicht aus Italien kommt oder noch aus einem anderen Land, dann können wir mehrere Unterschiede sehen. Dann ist es so, dass die Viren schon mal fünf, sechs Unterschiede haben über diese 30.000 Basenpaare. Und das reicht für uns aus, um zu sagen, die hängen nicht zusammen, diese zwei Viren. Was wir im Moment noch nicht mit Zuverlässigkeit sagen können, ist, zu sagen: Aha, dieses Virus kommt aus — jetzt mal als Beispiel — aus Kroatien. Soweit sind wir noch nicht. Aber bald werden wir so weit sein. Das Virus entwickelt sich weiter und differenziert sich an den Orten, wo es ist. Und wir hoffen, dass die Mentalität, die im Moment vorherrscht, die Sequenzdaten öffentlich zu stellen, weltweit auch anhält. Und dann hoffen wir auch, dass wir eingetragene Viren geografisch zurückverfolgen können. Dass wir also sagen können, aus welchem Land, aus welchem Cluster das wahrscheinlich kommt. Das wird man natürlich nur eine gewisse Zeit noch machen. Bis dann irgendwann so viel Virus zirkuliert, das sich das nicht mehr lohnt, das immer nachzuverfolgen."
Panik ist unangebracht,https://www.ndr.de/nachrichten/info/coronaskript102.pdf,2,Korinna Hennig,Korinna Hennig,"Es macht aber Hoffnung, was das Unterbrechen der Infektionsketten angeht und auch die Verzögerung, damit es nicht mit der Grippesaison zusammenfällt. Herr Drosten, uns haben viele Hörerfragen erreicht. Unter anderem geht es da sehr viel um die Frage nach der Ansteckung. Sie haben mit Ihrem Team schon sehr früh einen Test zum Nachweis des Virus entwickelt. Mittlerweile ist auch von kommerziellen Schnelltests die Rede. Wie funktionieren solche Tests — wie schnell sind sie, wie sicher —, und warum werden die nicht flächendeckend eingesetzt?"
Panik ist unangebracht,https://www.ndr.de/nachrichten/info/coronaskript102.pdf,2,Korinna Hennig,Christian Drosten,"Also das Testverfahren dahinter ist immer Polymerase-Kettenreaktion. Das ist ein schon gut etabliertes Laborverfahren, das seit Anfang der Neunzigerjahre in der medizinischen Diagnostik Einzug gehalten hat für den Erreger-Direktnachweis — gerade bei Viren. Da geht es um eine gezielte Gen-Vervielfältigung. Ich glaube, das müssen wir technisch jetzt nicht so im Detail besprechen. Viele Hörer werden darüber auch wissen. Und das ist ein Verfahren, das schon im Labor durchgeführt werden muss. Dafür brauchen wir also eine Maschine und zwei, drei Laborarbeitsplätze. Und das dauert vom Kern-Verfahren anderthalb Stunden, vom Gesamtverfahren ungefähr vier Stunden und von der Logistik, die drumherum ist, dann eben doch meistens bis zum nächsten Tag. Denn die Proben müssen auch erst mal ankommen, die müssen ausgepackt werden. Und die Patienten müssen dann registriert werden in einer Software, damit wir später einen Befund machen können. Und dann muss eben am Ende des Verfahrens der Befund erstellt werden und so weiter. Und man macht das nicht für eine Probe zu einer Zeit, sondern man sammelt da immer gleich so 30, 40 Proben oder mehr. Und macht das dann gesammelt, sodass es für einen Arzt, der eine Probe einsendet, so aussieht: Er schickt heute eine Probe weg und kriegt am nächsten Tag das Ergebnis."
Panik ist unangebracht,https://www.ndr.de/nachrichten/info/coronaskript102.pdf,2,Korinna Hennig,Korinna Hennig,Und warum wird das nicht flächendeckend eingesetzt? Das wollte einer unserer Hörer wissen.
Panik ist unangebracht,https://www.ndr.de/nachrichten/info/coronaskript102.pdf,2,Korinna Hennig,Christian Drosten,"Das ist schon so unterwegs, muss man sagen. Also wir haben ganz früh angefangen, im Prinzip die Reagenzien [Anm. der Redaktion: Reagenz = ein Stoff, der zum Nachweis eines anderen Stoffes benutzt wird] und das Protokoll, das Rezept dafür zu veröffentlichen und zu verteilen. Wir waren tatsächlich da weltweit das erste Labor. Das hat dazu geführt, dass außerhalb von China und den USA (wo jeweils die zentralen Gesundheitsinstitute solche Tests vorgeschrieben haben für ihr eigenes Land) praktisch in allen anderen Ländern unser Test verwendet wird. Also, die meisten Fälle außerhalb von China wurden mit unserem Test jetzt gefunden. Und auch in Deutschland ist das ganz weit verbreitet. Wir haben in Deutschland eben zwei verschiedene Laborstrukturen. Die eine Laborstruktur sind die Unikliniken und die anderen großen Krankenhäuser, die jeweils eigene Labore betreiben. Und da kann man sagen, praktisch jede Uniklinik in Deutschland kann das schon. Und das andere ist der niedergelassene Bereich. Das sind große Laborverbünde. Heute haben wir ein System in Deutschland, bei dem wir im niedergelassenen Bereich ein sehr vernetztes, zentralisiertes Laborsystem haben. Also, wenn ein Hausarzt eine Probe zur Testung schickt, dann schickt er diese Probe meistens in ein Mitgliedslabor so eines Netzwerks. Da gibt es mehrere in Deutschland, die auch miteinander konkurrieren. Das sind also die niedergelassenen Großlabore. Und diese Laborverbünde leiten dann innerhalb ihres Netzwerkes meistens die Proben weiter in ein zentrales Testlabor für solche Sonder-Testungen, also für sowas wie eben dieses neue Corona Virus, aber auch für andere molekulardiagnostische Nachweise von Viren. Und dann kommt es eben wieder auch zu einer Befundrückkopplung an den Einsender. Viele dieser Laborverbünde sind jetzt im Moment gerade dabei, das technisch aufgebaut zu haben — der technische Prozess im Labor ist in den meisten Verbünden abgeschlossen. Aber es gibt noch viel Organisationsaufwand drumherum: Man braucht zusätzliche Arztstellen, weil mit diesen Einsendungen immer viele Nachfragen verbunden sind — das sind ja praktisch immer Notfall-Einsendungen. Die Logistik wird aber, denke ich, diese und nächste Woche abgeschlossen. Und dann wird das sehr weitflächig in Deutschland verfügbar sein."
Panik ist unangebracht,https://www.ndr.de/nachrichten/info/coronaskript102.pdf,2,Korinna Hennig,Korinna Hennig,Also in Krankenhäusern auch etwa standardmäßig zu testen?
Panik ist unangebracht,https://www.ndr.de/nachrichten/info/coronaskript102.pdf,2,Korinna Hennig,Christian Drosten,"Ich gehe davon aus, dass fast alle Krankenhäuser schon diese Testung von ihren jeweiligen Laboren bekommen. Die Unikliniken sowieso. Die haben ihre eigenen Labore – das ist ganz wichtig für eine effiziente Labordiagnostik, dass man das wirklich im Haus hat, wie das bei den Unikliniken ist. Aber aus Kostengründen haben andere, kleinere Krankenhäuser diese Labordiagnostik häufig outgesourct, an eben diese niedergelassenen Laborverbünde. Und da gibt es im Moment noch so ein bisschen Geknirsche, bis es dann endlich soweit ist, dass das flächendeckend angeboten wird."
Panik ist unangebracht,https://www.ndr.de/nachrichten/info/coronaskript102.pdf,2,Korinna Hennig,Korinna Hennig,"Noch mal für alle, die jetzt zuhören. Wir versuchen, möglichst viele Fragen, die bei uns eingegangen sind, an Christian Drosten weiterzureichen. Manche aber sind sehr persönlich oder konkret, und wir können auch nicht jeden Tag alles fragen. Wir haben aber auch eine FAQSeite, also Antworten auf oft gestellte Fragen bei uns im Internet. Stichwort Ansteckung, Herr Drosten: Viele Hörerinnen und Hörer haben dazu Fragen. Wie verbreitet sich dieses Virus? Kann es auf Oberflächen überleben? Wenn ja, wie lange? Was wissen Sie aus Sicht der Forschung?"
